batch_id,customer_id,ingestion_timestamp,order_id,order_status,order_timestamp,payment_mode,source_file,staff_id,store_id,order_sk,reject_reason,quarantine_at,order_date,order_hour,order_month,order_day,order_weekday,week_of_year,quarter,financial_year,peak_hour_flag,weekend_flag,meal_period,silver_processed_at
20260603,C0037,2026-06-03T17:39:02.237833,O00001,Completed,2026-06-03T19:45:38.484Z,UPI,orders_S004_20260603.json,ST003,S004,S004_O00001,FUTURE_TIMESTAMP,2026-06-03T17:42:56.835Z,,,,,,,,,,,,
20260603,C0232,2026-06-03T17:39:02.237833,O00003,Completed,2026-06-03T18:44:49.484Z,UPI,orders_S004_20260603.json,ST012,S004,S004_O00003,FUTURE_TIMESTAMP,2026-06-03T17:42:56.835Z,,,,,,,,,,,,
20260603,C0397,2026-06-03T17:39:02.237833,O00005,Completed,2026-06-03T19:44:11.484Z,Cash,orders_S004_20260603.json,ST010,S004,S004_O00005,FUTURE_TIMESTAMP,2026-06-03T17:42:56.835Z,,,,,,,,,,,,
20260603,C0334,2026-06-03T17:39:02.237833,O00006,Completed,2026-06-03T19:45:35.484Z,Cash,orders_S004_20260603.json,ST003,S004,S004_O00006,FUTURE_TIMESTAMP,2026-06-03T17:42:56.835Z,,,,,,,,,,,,
20260603,C0002,2026-06-03T17:39:02.237833,O00007,Completed,2026-06-03T18:22:35.484Z,UPI,orders_S004_20260603.json,ST011,S004,S004_O00007,FUTURE_TIMESTAMP,2026-06-03T17:42:56.835Z,,,,,,,,,,,,
20260603,C0418,2026-06-03T17:39:02.237833,O00008,Completed,2026-06-03T20:35:11.484Z,UPI,orders_S004_20260603.json,ST006,S004,S004_O00008,FUTURE_TIMESTAMP,2026-06-03T17:42:56.835Z,,,,,,,,,,,,
20260603,C0001,2026-06-03T17:39:02.237833,O00009,Completed,2026-06-03T19:44:15.484Z,UPI,orders_S004_20260603.json,ST012,S004,S004_O00009,FUTURE_TIMESTAMP,2026-06-03T17:42:56.835Z,,,,,,,,,,,,
20260603,C0071,2026-06-03T17:39:02.237833,O00010,Completed,2026-06-03T17:58:42.484Z,UPI,orders_S004_20260603.json,ST013,S004,S004_O00010,FUTURE_TIMESTAMP,2026-06-03T17:42:56.835Z,,,,,,,,,,,,
20260603,,2026-06-03T17:39:02.237833,O00011,Completed,2026-06-03T16:48:05.484Z,UPI,orders_S004_20260603.json,ST014,S004,S004_O00011,MISSING_CUSTOMER_ID,2026-06-03T17:42:56.835Z,,,,,,,,,,,,
20260603,C0191,2026-06-03T17:39:02.237833,O00013,Completed,2026-06-03T19:45:59.484Z,Cash,orders_S004_20260603.json,ST004,S004,S004_O00013,FUTURE_TIMESTAMP,2026-06-03T17:42:56.835Z,,,,,,,,,,,,
20260603,C0192,2026-06-03T17:39:02.237833,O00015,Completed,2026-06-03T19:11:18.484Z,UPI,orders_S004_20260603.json,ST003,S004,S004_O00015,FUTURE_TIMESTAMP,2026-06-03T17:42:56.835Z,,,,,,,,,,,,
20260603,C0044,2026-06-03T17:39:02.237833,O00017,Completed,2026-06-03T19:06:45.484Z,Cash,orders_S004_20260603.json,ST006,S004,S004_O00017,FUTURE_TIMESTAMP,2026-06-03T17:42:56.835Z,,,,,,,,,,,,
20260603,C0315,2026-06-03T17:39:02.237833,O00019,Completed,2026-06-03T19:15:33.484Z,UPI,orders_S004_20260603.json,ST006,S004,S004_O00019,FUTURE_TIMESTAMP,2026-06-03T17:42:56.835Z,,,,,,,,,,,,
20260603,C0053,2026-06-03T17:39:02.237833,O00021,Completed,2026-06-03T18:56:24.484Z,Card,orders_S004_20260603.json,ST005,S004,S004_O00021,FUTURE_TIMESTAMP,2026-06-03T17:42:56.835Z,,,,,,,,,,,,
20260603,C0072,2026-06-03T17:39:02.237833,O00022,Completed,2026-06-03T20:29:15.484Z,UPI,orders_S004_20260603.json,ST009,S004,S004_O00022,FUTURE_TIMESTAMP,2026-06-03T17:42:56.835Z,,,,,,,,,,,,
20260603,C0031,2026-06-03T17:39:02.237833,O00023,Completed,2026-06-03T13:32:02.484Z,Crypto,orders_S004_20260603.json,ST003,S004,S004_O00023,INVALID_PAYMENT_MODE: Crypto,2026-06-03T17:42:56.835Z,,,,,,,,,,,,
20260603,C0030,2026-06-03T17:39:02.237833,O00024,Completed,2026-06-03T19:19:06.484Z,UPI,orders_S004_20260603.json,ST012,S004,S004_O00024,FUTURE_TIMESTAMP,2026-06-03T17:42:56.835Z,,,,,,,,,,,,
20260603,C0061,2026-06-03T17:39:02.237833,O00025,Completed,2026-06-03T20:12:05.484Z,Cash,orders_S004_20260603.json,ST014,S004,S004_O00025,FUTURE_TIMESTAMP,2026-06-03T17:42:56.835Z,,,,,,,,,,,,
20260603,C0191,2026-06-03T17:39:02.237833,O00027,Completed,2026-06-03T20:49:56.484Z,Card,orders_S004_20260603.json,ST003,S004,S004_O00027,FUTURE_TIMESTAMP,2026-06-03T17:42:56.835Z,,,,,,,,,,,,
20260603,C0082,2026-06-03T17:39:02.237833,O00028,Completed,2026-06-03T19:54:13.484Z,Cash,orders_S004_20260603.json,ST006,S004,S004_O00028,FUTURE_TIMESTAMP,2026-06-03T17:42:56.835Z,,,,,,,,,,,,
20260603,C0036,2026-06-03T17:39:02.237833,O00031,Completed,2026-06-03T19:57:05.484Z,UPI,orders_S004_20260603.json,ST010,S004,S004_O00031,FUTURE_TIMESTAMP,2026-06-03T17:42:56.835Z,,,,,,,,,,,,
20260603,C0062,2026-06-03T17:39:02.237833,O00032,Completed,2026-06-03T21:18:45.484Z,Card,orders_S004_20260603.json,ST011,S004,S004_O00032,FUTURE_TIMESTAMP,2026-06-03T17:42:56.835Z,,,,,,,,,,,,
20260603,C0016,2026-06-03T17:39:02.237833,O00034,Completed,2026-06-03T18:41:02.484Z,Cash,orders_S004_20260603.json,ST009,S004,S004_O00034,FUTURE_TIMESTAMP,2026-06-03T17:42:56.835Z,,,,,,,,,,,,
20260603,C0289,2026-06-03T17:39:02.237833,O00039,Completed,2026-06-03T20:51:45.484Z,Cash,orders_S004_20260603.json,ST007,S004,S004_O00039,FUTURE_TIMESTAMP,2026-06-03T17:42:56.835Z,,,,,,,,,,,,
20260603,C0239,2026-06-03T17:39:02.237833,O00040,Completed,2026-06-03T18:50:42.484Z,UPI,orders_S004_20260603.json,ST014,S004,S004_O00040,FUTURE_TIMESTAMP,2026-06-03T17:42:56.835Z,,,,,,,,,,,,
20260603,C0011,2026-06-03T17:39:02.237833,O00041,Completed,2026-06-03T20:40:15.484Z,Cash,orders_S004_20260603.json,ST003,S004,S004_O00041,FUTURE_TIMESTAMP,2026-06-03T17:42:56.835Z,,,,,,,,,,,,
